iso_code,continent,location,date,TV,PV,FV,TVPH,PVPH,FVPH,population,HDI
FJI,Oceania,Fiji,2/10/21,,,,,,,896444,0.743
FIN,Europe,Finland,2/10/21,233775,178005,55770,4.22,3.21,1.01,5540718,0.938
FRA,Europe,France,2/10/21,2502935,2060675,442260,3.69,3.04,0.65,65273512,0.901
GAB,Africa,Gabon,2/10/21,,,,,,,2225728,0.703
GMB,Africa,Gambia,2/10/21,,,,,,,2416664,0.496
GEO,Asia,Georgia,2/10/21,,,,,,,3989175,0.812
DEU,Europe,Germany,2/10/21,3646414,2458165,1188249,4.35,2.93,1.42,83783945,0.947
GHA,Africa,Ghana,2/10/21,,,,,,,31072945,0.611
GIB,Europe,Gibraltar,2/10/21,21999,15262,6737,65.3,45.3,20,33691,
GRC,Europe,Greece,2/10/21,459535,353412,106123,4.41,3.39,1.02,10423056,0.888
GRL,North America,Greenland,2/10/21,,,,,,,56772,
GRD,North America,Grenada,2/10/21,,,,,,,112519,0.779
GTM,North America,Guatemala,2/10/21,,,,,,,17915567,0.663
GGY,Europe,Guernsey,2/10/21,,,,,,,67052,
GIN,Africa,Guinea,2/10/21,,,,,,,13132792,0.477
GNB,Africa,Guinea-Bissau,2/10/21,,,,,,,1967998,0.48
GUY,South America,Guyana,2/10/21,,,,,,,786559,0.682
HTI,North America,Haiti,2/10/21,,,,,,,11402533,0.51
HND,North America,Honduras,2/10/21,,,,,,,9904608,0.634
HUN,Europe,Hungary,2/10/21,411992,294624,117368,4.26,3.05,1.21,9660350,0.854
ISL,Europe,Iceland,2/10/21,,,,,,,341250,0.949
IND,Asia,India,2/10/21,7017114,7017114,,0.51,0.51,,1380004385,0.645
IDN,Asia,Indonesia,2/10/21,1248797,969546,279251,0.46,0.35,0.1,273523621,0.718
OWID_INT,,International,2/10/21,,,,,,,,
IRN,Asia,Iran,2/10/21,,,,,,,83992953,0.783
IRQ,Asia,Iraq,2/10/21,,,,,,,40222503,0.674
IRL,Europe,Ireland,2/10/21,256681,166863,89818,5.2,3.38,1.82,4937796,0.955
