date,region,mean,median,lower_90,upper_90,lower_50,upper_50,new_cases
2020-03-27,AK,0.7535974350216856,0.7639147879316868,0.18909657460972087,1.4091525542065266,0.4514392617912766,0.9420858493177378,10.0
2020-03-28,AK,0.7532418921624662,0.7748776866308589,0.210777289367874,1.3670220777771378,0.594937514117684,1.06918387453986,16.0
2020-03-29,AK,0.7525816382350163,0.7740644890431712,0.1827263653484988,1.2120225809725025,0.5118703702092313,0.964189932798239,17.0
2020-03-30,AK,0.7513758737114431,0.7616236077313365,0.2302629808056884,1.3141280785889031,0.560543265895167,1.0189608229627496,12.0
2020-03-31,AK,0.7432709713255595,0.7521245105629593,0.2070539300672579,1.2599703098077357,0.6095932286393357,1.031537972098992,5.0
2020-04-01,AK,0.7353078510996899,0.7400715785686469,0.19266901798701264,1.2371223732295922,0.6288664434724557,1.04679799097057,14.0
2020-04-02,AK,0.7263114379396934,0.7306494321127868,0.21647384583319035,1.267779674106241,0.5150449611712001,0.957964231900276,10.0
2020-04-03,AK,0.7220113583944049,0.7224829604470333,0.19427742940146134,1.3152261500004343,0.5314461732553255,0.9754756656462424,14.0
2020-04-04,AK,0.7085826226055741,0.7196870910907776,0.1743348957412033,1.2112991702000695,0.5662140990003718,1.0186554361795284,14.0
2020-04-05,AK,0.701896616807782,0.7152547127320181,0.19776427830802115,1.24258521380498,0.5172949473256674,0.9612030972186754,14.0
2020-04-06,AK,0.6958881562964453,0.7040377789883013,0.10410663555080764,1.141814135701586,0.5108909709446601,0.9349891902034316,6.0
2020-04-07,AK,0.688161976422541,0.6996454455408501,0.12125085304971653,1.1420719157345975,0.4881484799582739,0.9240211433231366,22.0
2020-04-08,AK,0.6795099262801428,0.6818627466290073,0.1750701838394384,1.2121008941880898,0.4620841309804101,0.8862219207272768,13.0
2020-04-09,AK,0.6729145758634746,0.6783754046402419,0.1305510842520906,1.199902873008818,0.4135293679594944,0.8666106813112057,9.0
2020-04-10,AK,0.6688279557949851,0.6823196901741653,0.1386196612563103,1.2378306553259422,0.4683330104370216,0.9170742203819444,11.0
2020-04-11,AK,0.6656617112003961,0.6805992403056801,0.15403380804230546,1.2573871706037425,0.4530831673918524,0.9102068429285874,11.0
2020-04-12,AK,0.6601992679120967,0.6588914944412954,0.1610335451349129,1.3661483348733852,0.4007717725283918,0.863864641375426,15.0
2020-04-13,AK,0.6596558262737017,0.6570994391431021,0.14799413412038007,1.2976205970810482,0.3899260404404225,0.8301552975182124,5.0
2020-04-14,AK,0.6611878766728129,0.6633865828218131,0.08944494438977221,1.2373873602571022,0.35593632728126945,0.8349956438116025,8.0
2020-04-15,AK,0.6673730364071958,0.6816597217798703,0.11880556803659152,1.2824215457338388,0.4897588689251872,0.9847322391101644,8.0
2020-04-16,AK,0.6671169782222447,0.6952202348669925,0.07741693628848083,1.2633422197881923,0.4342459111176589,0.9415277658949712,7.0
2020-04-17,AK,0.6689134885533934,0.6867966401323087,0.030679861289172963,1.2523062446829494,0.5337187563949525,1.0467584903213094,9.0
2020-04-18,AK,0.6763463596124788,0.7152323657893107,0.1060816915938364,1.3648807903339604,0.4622175391517713,1.0128678660796162,5.0
2020-04-19,AK,0.6789233912819349,0.7073072807477027,-0.04854576705944535,1.2744902748519038,0.4553671377567776,1.0065142472587152,5.0
2020-04-20,AK,0.6778500998760931,0.7025638861126753,-0.0608482942889527,1.3086067188422574,0.4726550745048659,1.0344249235315992,2.0
2020-04-21,AK,0.6811250974379941,0.6975503356041052,0.06710582278408092,1.4170471386409318,0.44746155937198223,1.0130122362046692,8.0
2020-04-22,AK,0.6764359868235025,0.6741148859251574,0.013282570578799864,1.3933741618479782,0.3543050214874832,0.9269790369554524,6.0
2020-04-23,AK,0.6730718128121482,0.6836110096603233,0.07233514519257027,1.4735566002602838,0.3627296884475615,0.916321653372357,2.0
2020-04-24,AK,0.6737237830749163,0.6810129632950719,-0.01003475680489388,1.4213970041662152,0.34012364323650285,0.8891837549188858,2.0
2020-04-25,AK,0.6732827038452889,0.6917676115092244,-0.06656063095887639,1.4058380091239566,0.4413012854196705,1.0183115415529098,0.0
2020-04-26,AK,0.670854621039263,0.686355084408597,-0.050898423757957716,1.4121987745693216,0.462548223643815,1.0482821039379044,2.0
2020-04-27,AK,0.6761719472237181,0.6682506459443576,-0.07169475326253946,1.3850246214204074,0.4816078292677464,1.0911915366927865,4.0
2020-04-28,AK,0.6831016832552552,0.6939430861536489,-0.05841735034552504,1.4211045492130232,0.4524691493777169,1.0576395386889321,6.0
2020-04-29,AK,0.6846848710982716,0.7086209027933357,-0.09820169063114068,1.4613687432303628,0.4683867979497874,1.0784122420767792,4.0
2020-04-30,AK,0.6766438711671635,0.6930604047286448,-0.01874356617246551,1.5577841630050695,0.4863130539960288,1.1418669870825349,0.0
2020-05-01,AK,0.6748456646176614,0.6907961964799236,-0.06587685895345166,1.5696048439431804,0.4214543258265873,1.0768415953794477,9.0
2020-05-02,AK,0.673302697472035,0.6819509728602693,-0.10911837408143167,1.5625510355962051,0.4716763217180341,1.1364574854659841,1.0
2020-05-03,AK,0.6730190706756424,0.6932742266073102,-0.09267311731760547,1.5737956577193724,0.38891671319334653,1.0622840922309011,3.0
2020-05-04,AK,0.6709628693349675,0.6831530849210563,-0.23939229908049625,1.4468172765344798,0.4713998719417778,1.1295053867170364,2.0
2020-05-05,AK,0.6638850842672317,0.6839046576345925,-0.270562175385818,1.4751467035355532,0.39333506259203294,1.0762630388092287,1.0
2020-05-06,AK,0.6627011982354379,0.6814170802264303,-0.3585316856181547,1.4607430591308854,0.4643965556189652,1.163652249163535,1.0
2020-05-07,AK,0.6546602424728138,0.6791133887015122,-0.2269202475424547,1.5932748660826332,0.3242063300856629,0.9974507246360762,2.0
2020-05-08,AK,0.6547041116428666,0.6805881173331048,-0.2068163619739042,1.5826898640729252,0.4986823899229394,1.1903665702340975,3.0
2020-05-09,AK,0.6553311172315386,0.6787160603506097,-0.2274674117446201,1.616891265254336,0.389744543133493,1.1083748906402833,1.0
2020-05-10,AK,0.6609825588070594,0.655152789581956,-0.24008195384219505,1.6411561775902386,0.3213375151967581,1.0273304625255386,1.0
2020-05-11,AK,0.6592821055724812,0.6766688471453337,-0.2575184688143952,1.673314109711729,0.3350672572203933,1.0377302339115535,2.0
2020-05-12,AK,0.6559075388004358,0.6783052993118774,-0.29606511364942023,1.654946702133122,0.38130643781639056,1.0816483748685262,2.0
2020-05-13,AK,0.6555035454716894,0.6762064871465601,-0.3680306802067814,1.6243852366967253,0.3224856593234574,1.0171025537493077,0.0
2020-05-14,AK,0.6559881340534401,0.6682805717798758,-0.3559069544825985,1.6465880571536766,0.3545534964768035,1.0591998282299224,4.0
2020-03-27,AL,1.0939919670318068,1.0823498319633749,0.9500127438154804,1.2821910797485718,0.9880757287514312,1.1134313091905779,81.0
2020-03-28,AL,1.0917650721429308,1.0806534245088288,0.9454561223876402,1.254713988623578,0.9982230449116062,1.1171139738417823,109.0
2020-03-29,AL,1.090432789362333,1.0823118841766035,0.9319928997004016,1.2308600404581231,0.9979621428908102,1.1147956582066456,110.0
2020-03-30,AL,1.0870419934646127,1.0805522013766844,0.9592666128621584,1.2298273507175692,0.9924708886429616,1.109047263232429,53.0
2020-03-31,AL,1.0821413075095774,1.0756692780366772,0.9577097353799826,1.2376341330011156,1.0045722229321978,1.111461013910224,122.0
2020-04-01,AL,1.0773829232287486,1.068166726802812,0.9407735025606316,1.2057719624038201,1.0002851690505392,1.1051483464178258,96.0
2020-04-02,AL,1.0730740114565247,1.0627372935134114,0.9351702356140552,1.189492826440193,1.0105447722920609,1.1083127606521672,156.0
2020-04-03,AL,1.069626942120521,1.0619511843332083,0.9673498136051172,1.2150061929533489,1.0085638621078197,1.1057425955202935,199.0
2020-04-04,AL,1.0647926990300385,1.055519917886535,0.9481504076419704,1.185021180645618,0.9945107693543944,1.0862777445285943,148.0
2020-04-05,AL,1.0614269804018233,1.0557494862123598,0.9585597604222748,1.1840552790452212,1.004434089210678,1.0938341756087722,216.0
2020-04-06,AL,1.0542108377082868,1.0479067474249688,0.9492165820129169,1.161013504739426,1.0037315256421404,1.0927798377412483,172.0
2020-04-07,AL,1.0489013467564459,1.0414339302022655,0.9463713165992518,1.156098785582916,1.0013391052645415,1.0801814359134048,151.0
2020-04-08,AL,1.0398453046333425,1.0329194679480382,0.9318989196848104,1.1310970417957338,0.982702433325536,1.0600867968329015,250.0
2020-04-09,AL,1.0341626794143803,1.0296081336228016,0.9373084802985706,1.1279717820226858,0.9825814150278829,1.0606750348795022,400.0
2020-04-10,AL,1.026696436040711,1.022869487152528,0.9287002003028562,1.1167480480968222,0.9965480416216516,1.071035737372492,199.0
2020-04-11,AL,1.0191029376233427,1.016445429634992,0.9254793498236016,1.1159364508925511,0.9732119753717552,1.047356777720942,223.0
2020-04-12,AL,1.0126774291799836,1.0112491171309377,0.9194188531826492,1.1027460450496431,0.9656963230319192,1.034946664280065,334.0
2020-04-13,AL,1.004933493125436,1.002368806628218,0.922699861260758,1.1036961846926483,0.966726575504996,1.0370564659419468,209.0
2020-04-14,AL,1.0007590557588848,0.9984029404631471,0.8913398923701273,1.082270443072122,0.9640217813023476,1.0396763049558742,142.0
2020-04-15,AL,0.9929981440902866,0.9930796415386458,0.8990567786290627,1.0869839901720408,0.95942551871004,1.0324259906208089,237.0
2020-04-16,AL,0.986510443634087,0.9887751816135906,0.889288896548015,1.0841821261781244,0.9607560865158132,1.0334057913722199,232.0
2020-04-17,AL,0.9787198919119218,0.9828217773569304,0.8834824993472309,1.082018327706624,0.9592376462246424,1.0289190104972483,185.0
2020-04-18,AL,0.972935432436812,0.9778522594187572,0.8788685438795246,1.0776382974636292,0.9428968737862936,1.017849815114184,125.0
2020-04-19,AL,0.9672305044333857,0.9713796130784974,0.8667561208024156,1.0718444660706972,0.9352841488179304,1.0160911810790891,182.0
2020-04-20,AL,0.9624515453597952,0.9663551841894098,0.8677167577177636,1.0756858753671763,0.9385285240292576,1.020233640643664,188.0
2020-04-21,AL,0.9581796347594518,0.9623285375015186,0.8565964351241945,1.0690170248975552,0.9255977837242102,1.0036500561327344,206.0
2020-04-22,AL,0.9525450359777804,0.9550379208515468,0.8501773764406138,1.0766103958159283,0.9163061113550424,1.0073093269797142,234.0
2020-04-23,AL,0.946468803999324,0.9542394985465804,0.8336418517480042,1.0802333666715809,0.9245481538976396,1.0189117941930237,313.0
2020-04-24,AL,0.9439485265287486,0.9494148187474812,0.8380166133553744,1.0716826240912665,0.9040287297197052,0.9972212862972292,54.0
2020-04-25,AL,0.9406903031490949,0.94823161716576,0.8376715016108137,1.0744011384725285,0.8747733733745241,0.9744051441734212,305.0
2020-04-26,AL,0.9368228890844535,0.9453230891292568,0.8207204746171827,1.0713367961375941,0.8892778607685079,0.989637363926995,133.0
2020-04-27,AL,0.9344971881600384,0.9402990573585386,0.8238717793148079,1.0676100853680974,0.8924977017255434,0.9847878705813264,229.0
2020-04-28,AL,0.9343421129386896,0.9401974937139336,0.8138803470828254,1.053457111648253,0.8949865075156986,0.9861951940488288,188.0
2020-04-29,AL,0.9340375613092208,0.9401226531942732,0.8109957162860257,1.0608923195178317,0.8915550631146338,0.9909847115422149,155.0
2020-04-30,AL,0.9335588058209924,0.9458518952758772,0.8123965036530195,1.07447546874878,0.9140267783214824,1.0101219958561871,177.0
2020-05-01,AL,0.932743812674566,0.9408482404816028,0.811027185511146,1.0870367442324076,0.9148935834465792,1.0177074452416417,139.0
2020-05-02,AL,0.9286959818782672,0.9394735036031764,0.7951527056223876,1.074802599254504,0.9053419867314824,1.00763711348743,276.0
2020-05-03,AL,0.9282723169961368,0.9335706230044644,0.7803584304397571,1.070957084908457,0.90439493915562,1.01057455169716,291.0
2020-05-04,AL,0.9300104625573612,0.937442277473374,0.8011718049781912,1.0880102713564372,0.8867146667592584,0.9955907129662586,300.0
2020-05-05,AL,0.9283481084941568,0.9371581110184296,0.7980583568416771,1.0811540117404308,0.8794463293334362,0.9923169998265872,260.0
2020-05-06,AL,0.9281385911802498,0.9378659988504816,0.7774244294554983,1.0803935782039586,0.9003287995360263,1.0139782000039763,296.0
2020-05-07,AL,0.9292754525181124,0.9433095464597642,0.7818433286690514,1.082493129724844,0.8926641907737611,1.0122784742666198,317.0
2020-05-08,AL,0.9305174098568602,0.9505846660746282,0.7665419009603905,1.0907012545204802,0.9063697418406864,1.025680859893808,323.0
2020-05-09,AL,0.9313427319138476,0.9501094355441092,0.7389068638100131,1.0925999011017258,0.8914900455912579,1.020982889371678,346.0
