date,region,mean,median,lower_90,upper_90,lower_50,upper_50,new_cases
2020-04-16,AK,0.9669246923902138,0.9768992660819684,0.17579928008219575,1.7803810095405308,0.7644703841216874,1.3163028222353836,7.0
2020-04-17,AK,0.9736628786524308,1.000782933102577,0.12123540985210635,1.6823415030972573,0.6825124861878411,1.2379296959733102,9.0
2020-04-18,AK,0.9759999894552016,0.9894562312901608,0.16124113413086935,1.6774305293361125,0.7175226056971246,1.2478381675187729,5.0
2020-04-19,AK,0.9730908256211924,0.9777564804694188,0.2393302912043667,1.811800462631764,0.7818183405036185,1.32977919293032,5.0
2020-04-20,AK,0.9745139320602216,0.9808575790347602,0.23053393149065665,1.7318076371014617,0.7920314138890505,1.3170670706217045,2.0
2020-04-21,AK,0.974930887787018,0.9954844726508968,0.2293873810767905,1.669505648770363,0.7112367534375175,1.2109776983343343,8.0
2020-04-22,AK,0.9793837477731794,0.9822742360739072,0.22614414240577024,1.6924869157154785,0.7240449576872904,1.2210812155225057,6.0
2020-04-23,AK,0.9791419456140223,0.983885726824066,0.2078656882829275,1.6960364379101809,0.7157450794908841,1.2042206107477909,2.0
2020-04-24,AK,0.97755939827939,0.9807662320796162,0.1836419100017847,1.6062123073838053,0.7512891139268753,1.2582960848134992,2.0
2020-04-25,AK,0.9797855362876092,1.0066389398135347,0.2474168269913125,1.6752762075798768,0.7937849745269439,1.3144475789375414,0.0
2020-04-26,AK,0.985470624211636,1.0036618020690256,0.2362037952152843,1.6803747130244413,0.7701670970985559,1.2819797257831238,2.0
2020-04-27,AK,0.9843024871729918,1.0050095586323775,0.26320615274561565,1.6352126764806982,0.7536469528887746,1.2875645148792407,4.0
2020-04-28,AK,0.9873996815597724,1.0152584491686718,0.2459489574945229,1.5993445962510913,0.7535271385848956,1.3002481279191285,6.0
2020-04-29,AK,0.9965279512541708,1.0204257753497652,0.24510485235674764,1.5629503827434483,0.7537613200767649,1.3012072810687958,4.0
2020-04-30,AK,1.0039974905508648,1.0224889151892902,0.3167607700003539,1.608555341081078,0.7791227570212593,1.3398691183125395,0.0
2020-05-01,AK,1.008693122377814,1.012346989706844,0.3618048338369285,1.6751645250728575,0.6856191215448773,1.254147750702436,9.0
2020-05-02,AK,1.0168493184731315,1.003989975773778,0.3298765801860297,1.6601851272348431,0.7667012937759312,1.3469736420345428,1.0
2020-05-03,AK,1.020786899141818,1.0175546527578,0.349700176461442,1.6665189676396064,0.6554748636247991,1.2276559313579252,3.0
2020-05-04,AK,1.0233835204645614,1.0122517043601125,0.3624683488650981,1.6742006595972931,0.8045613194326741,1.3584667932193537,2.0
2020-05-05,AK,1.03137781791427,1.0088366612834403,0.42121960806645375,1.7537136483330698,0.5965590017315597,1.1483786692941969,1.0
2020-05-06,AK,1.040149895239003,1.0191733772382443,0.2350428719727284,1.5912488645175913,0.5951326802045939,1.1430283773627157,1.0
2020-05-07,AK,1.0421222443725664,1.0158176729056811,0.29365956848142644,1.6486266895674762,0.7763873281799241,1.3489706542184876,2.0
2020-05-08,AK,1.049062373797877,1.02875780405178,0.3366560148476893,1.700080153122976,0.792757808606588,1.3833637076921397,3.0
2020-05-09,AK,1.056353929223939,1.0224159914615591,0.3297533168717121,1.7347016624303675,0.6052984732183161,1.1968081971576356,1.0
2020-05-10,AK,1.0710757782776694,1.0238913248415402,0.3241203755985916,1.7233921007922788,0.7324239119375878,1.3195345327467538,1.0
2020-05-11,AK,1.0768478804690826,1.033464327933491,0.4234833871997214,1.7881679032541595,0.8187495283259902,1.3912144111780702,2.0
2020-05-12,AK,1.0824094592682725,1.0459693804888075,0.4730991588234987,1.8474443616732668,0.783308207550894,1.3691268396532803,2.0
2020-05-13,AK,1.0916336323693925,1.0659162509083626,0.42925801669514935,1.7660661943917435,0.7445569655192301,1.3044192146513949,0.0
2020-05-14,AK,1.09458209423684,1.074573524106455,0.4478631956664501,1.7500270518536745,0.8247102387708279,1.3763583656371745,4.0
2020-05-15,AK,1.099509335563223,1.0763795746963445,0.4066187035184407,1.7358663285386258,0.7760828385280065,1.3279084896002022,1.0
2020-05-16,AK,1.0945647239801988,1.0737012033753532,0.45032856827588935,1.7635401673536155,0.8134810211823503,1.3784708985307723,4.0
2020-05-17,AK,1.0977977234447538,1.0870320325605602,0.4372887500779354,1.7135416474974583,0.6788106054160349,1.241465922310554,4.0
2020-05-18,AK,1.1048435141811226,1.1027390597085769,0.4816845054573253,1.8358346679650093,0.8067130242375085,1.3493261545832902,3.0
2020-05-19,AK,1.1068195066510322,1.084539671311152,0.5368016186622001,1.8659661242052603,0.8299960595974751,1.3955124943964397,0.0
2020-05-20,AK,1.1142493030325034,1.1000940266239048,0.4494897699008463,1.7543624823485708,0.7909064152041297,1.3684146131675914,3.0
2020-05-21,AK,1.1177466128735178,1.1092058468033383,0.47838783740909496,1.7902437223283694,0.8500909984112134,1.4344999525690767,0.0
2020-05-22,AK,1.1190693723182856,1.097075319343633,0.5186038342698442,1.8338941770494093,0.6882554456706991,1.2588111270373827,2.0
2020-05-23,AK,1.1214318591490398,1.1041762954749228,0.5378856324966959,1.8392304419262757,0.6962060920872513,1.2690014268176453,4.0
2020-05-24,AK,1.1189114258940045,1.0968380101441548,0.4866294371159136,1.842385540127228,0.6826347452299558,1.2557635198759267,0.0
2020-05-25,AK,1.12247064024088,1.0895792183067368,0.5198319625168533,1.8803446438464104,0.6797921455363259,1.2691523118293135,1.0
2020-05-26,AK,1.1290706054446369,1.1023435089971558,0.4820621781655714,1.876964753712329,0.6956580662013426,1.2936725749342193,2.0
