date,region,mean,median,lower_90,upper_90,lower_50,upper_50,new_cases
2020-04-20,AK,0.743917510116747,0.7906503133278668,-0.15252198711570147,1.6867933266532218,0.5251494866269816,1.2589553759490604,2.0
2020-04-21,AK,0.7463382891842373,0.8042870676971419,-0.08694238564934048,1.6969139574129957,0.5430207368840291,1.2883153583503306,8.0
2020-04-22,AK,0.7459962383773572,0.78744102901695,-0.18564798088336354,1.5595696433453818,0.6112874398667851,1.3813757938784892,6.0
2020-04-23,AK,0.7485967301428516,0.8157710351502865,-0.09070172968127944,1.6355962159713624,0.5646408598913727,1.3034661062506685,2.0
2020-04-24,AK,0.7534962363139874,0.8054336587493469,-0.11947933855002354,1.636382359686292,0.4326439612201824,1.1595758314019888,2.0
2020-04-25,AK,0.7529315015037528,0.7846805261871148,-0.1964960095748465,1.5563363735419464,0.4009273972059939,1.1529402985118815,0.0
2020-04-26,AK,0.751598333352536,0.7794421806963807,-0.08334376518196181,1.6306081060142918,0.3625893845108649,1.095998820363996,2.0
2020-04-27,AK,0.7528477182335418,0.7933170572864428,-0.10788267496630108,1.60193319170562,0.360169047169336,1.1106058224605129,4.0
2020-04-28,AK,0.7507381340281297,0.7859094688345174,-0.10078417543911504,1.5979638936429381,0.3503149304263475,1.1029261812153228,6.0
2020-04-29,AK,0.7511987513935771,0.7873196306317565,-0.0778871711263917,1.6233671336868682,0.34418143506087034,1.0748131799763994,4.0
2020-04-30,AK,0.7513589734909935,0.7848885325868473,-0.08135715882996998,1.6310997537816505,0.4805302325705998,1.221502128979704,0.0
2020-05-01,AK,0.74694465005707,0.7835481846531527,-0.15314938335617814,1.5384293657644712,0.4841995734435688,1.2426054900733745,9.0
2020-05-02,AK,0.7565421861277126,0.8108542184590244,-0.16051331604450564,1.5161939882987685,0.3784305094692623,1.1208440356217442,1.0
2020-05-03,AK,0.7582368216006574,0.8034921760344061,-0.09320611815604862,1.5684574471534418,0.5576484272333531,1.2713547364816251,3.0
2020-05-04,AK,0.7587199313372991,0.8249724263408059,-0.03502490888438126,1.6338029133402283,0.5120846992586711,1.2301188077046343,2.0
2020-05-05,AK,0.7652424185604251,0.8093345134901906,-0.14807047155516484,1.5311374826261288,0.5024330414238761,1.2038741777689324,1.0
2020-05-06,AK,0.7701825312584932,0.8258624582657352,-0.08035874371764007,1.6076133940679629,0.6514836019788911,1.3470349323654656,1.0
2020-05-07,AK,0.7777122897866258,0.8217700900266601,-0.15422342171690534,1.5787332978155664,0.620746773410684,1.3156626039908257,2.0
2020-05-08,AK,0.7818824878776474,0.839738181443255,0.008977633679333212,1.6992124560596988,0.5985168399909844,1.3076949782816143,3.0
2020-05-09,AK,0.7872302870628849,0.8378359253641106,-0.08169283749532358,1.60172652090099,0.6969496397144743,1.413172897487059,1.0
2020-05-10,AK,0.7952721959975696,0.8527530184431471,-0.09547822393282313,1.5789857095148674,0.6290253900988594,1.3417818249865217,1.0
2020-05-11,AK,0.7962593027778408,0.8553531989793497,-0.10381332534157067,1.5748672375515904,0.7043517379010241,1.4395006379328548,2.0
2020-05-12,AK,0.8034550369063245,0.8529719621004687,-0.13353351517528048,1.538015247512885,0.5473343234193153,1.2597199279670594,2.0
2020-05-13,AK,0.8070547146945407,0.8636454705982364,-0.020567422023222568,1.671959420295587,0.5457597766822001,1.2426885790904667,0.0
2020-05-14,AK,0.8184083036781683,0.8792829169029287,-0.011744584334835748,1.624146005501372,0.5355799186622784,1.2277803654228412,4.0
2020-05-15,AK,0.8232132325013721,0.8807430548417309,-0.1001257959477036,1.5513389738233978,0.5616676826552658,1.2431904427122262,1.0
2020-05-16,AK,0.8266562268883323,0.8916231267818764,-0.057464642072270485,1.5992133091592764,0.4766859009579694,1.1689689046688077,4.0
2020-05-17,AK,0.8303251967126105,0.8723041871061235,-0.01334963189153142,1.6628322307594898,0.5367531963610408,1.2484354207551709,4.0
2020-05-18,AK,0.8387437029992085,0.8922562242555298,-0.10358617490518876,1.5870693401927451,0.5908800029391983,1.3010971899352066,3.0
2020-05-19,AK,0.8466517993830036,0.9055316642874642,-0.047199401752196064,1.6529892310074779,0.6390192363272138,1.3417508724987353,0.0
2020-05-20,AK,0.8518901805738084,0.8958362548468302,-0.02956715838123618,1.6722854354872032,0.5717518691146026,1.2906061026142832,3.0
2020-05-21,AK,0.8612698376390509,0.9118033444478092,-0.0621511564170019,1.6973688003355565,0.4970380083863909,1.2170849411583868,0.0
2020-05-22,AK,0.8672084005001646,0.9245377274471234,-0.08755184880675228,1.6262141517682671,0.6769724103748344,1.3943994830153508,2.0
2020-05-23,AK,0.876689565388833,0.9128167382097141,0.0459793759805336,1.7738866942514595,0.6877206197174999,1.4003091044711968,4.0
2020-05-24,AK,0.881539223456482,0.9155559026156236,0.01913827307016984,1.846366122500456,0.6955088671606202,1.4361565946632742,0.0
2020-05-25,AK,0.8892676064383392,0.9341704672764084,-0.2287824255791344,1.653002932443632,0.6805606084449242,1.4360337221485515,1.0
2020-05-26,AK,0.8872359148800357,0.9284371863699652,-0.1910853134568699,1.6550586989469804,0.5480070890150929,1.296756695433492,2.0
2020-05-27,AK,0.8923585742116221,0.9389931125384944,-0.14158348023374778,1.7023080598760771,0.7647085769588533,1.5043237373671552,1.0
2020-05-28,AK,0.8950028798035952,0.9206688594753129,-0.14310341969148424,1.7272453214128654,0.7284041394282207,1.4960004282264492,13.0
2020-05-29,AK,0.8910722242363838,0.9138885704136988,-0.12896192131439455,1.7762937803338719,0.6885714910870626,1.4586912185537702,5.0
2020-05-30,AK,0.8945129058561985,0.9153647251106244,-0.10971942624619872,1.7719423708819126,0.5030589095256375,1.2616134735175788,4.0
2020-05-31,AK,0.8945632508129668,0.9200265263396634,-0.08895853512737721,1.8535840297260675,0.5967894417043059,1.3627270383146577,0.0
2020-06-01,AK,0.8942943358432509,0.9182460623230856,-0.0651878287165638,1.848824963938772,0.495645039585868,1.261901414487813,33.0
2020-06-02,AK,0.8932397097552275,0.9339461578677604,-0.04347425812022518,1.8363418592097915,0.4174047135903461,1.2148285107730048,20.0
2020-06-03,AK,0.888681370070965,0.9189245582895482,-0.07525539763083565,1.8949835371631705,0.4887956718103461,1.3117394238812126,18.0
2020-06-04,AK,0.886497498733691,0.9040145820743088,-0.05774654760651087,1.9100549677119567,0.3833916768114796,1.2101034679438798,8.0
2020-06-05,AK,0.8819315906749671,0.9185110978249372,-0.10559729023738497,1.8381824319252724,0.5144895233207079,1.3379434178843639,11.0
2020-06-06,AK,0.8890596311490325,0.9246197919326749,-0.06796551986433448,1.897569828724829,0.5000444782589045,1.331526775536884,12.0
2020-06-07,AK,0.8880123471781106,0.9196499441084218,-0.09427140086921576,1.8619888811743368,0.4336149954988418,1.24831915812701,8.0
2020-04-20,AL,1.0177065583542932,1.0120925072614584,0.9058912840717256,1.1622397651411898,0.9495775192001492,1.0248595835387244,188.0
2020-04-21,AL,1.0166812269905985,1.0040413175833862,0.9168441158583114,1.1562756508483607,0.9817169377526616,1.0518663698642352,206.0
2020-04-22,AL,1.0171090878307236,1.002166350237133,0.9038436653972628,1.132393207481587,0.9582207666122444,1.0270780988897656,234.0
2020-04-23,AL,1.0176803167370272,1.0046166135463084,0.9126029393076379,1.1337110945638331,0.9702970068254082,1.0355659234363122,313.0
2020-04-24,AL,1.0185362500714668,1.0048188002079073,0.9198823272912754,1.1406449790825066,0.9659460380616828,1.0308086922338853,54.0
2020-04-25,AL,1.0193764809442047,1.0048356473748692,0.9165433963564066,1.1237716296853195,0.9772672859613248,1.0424562753104,305.0
2020-04-26,AL,1.0211524114209325,1.0055041055041234,0.9113109386606956,1.1179060965264012,0.9791085027837472,1.0433190318572567,133.0
2020-04-27,AL,1.0199429849824515,1.0068982746009218,0.9423887302192816,1.1413637054157788,0.956602045612354,1.0186750675875422,229.0
2020-04-28,AL,1.0212982404396502,1.0070206872354963,0.9288853658203629,1.1221120718788071,0.9761353503473936,1.0354569680424583,188.0
