date,region,mean,median,lower_90,upper_90,lower_50,upper_50,new_cases
2020-04-12,AK,0.5961703256276669,0.6064543191804972,-0.5217622528545224,1.4421231731742667,0.4095238635310092,1.0900424118955905,15.0
2020-04-13,AK,0.5953743757006077,0.623489974324781,-0.3552342954279158,1.5862170752487414,0.3723486386170193,1.0482196843310982,5.0
2020-04-14,AK,0.5981068977080755,0.6063038292377732,-0.3555506147833128,1.5106299856857124,0.2742924148021203,0.9236895459014679,8.0
2020-04-15,AK,0.6106241049522195,0.6273291080383285,-0.4040407751072727,1.3754288315869143,0.41231476687257096,1.096392469081917,8.0
2020-04-16,AK,0.6148260944907076,0.6306985581049778,-0.48947700384480397,1.320935779290901,0.4349269144320366,1.11030617890759,7.0
2020-04-17,AK,0.6168057370060743,0.6284918794219576,-0.3875925685739067,1.4148688558169609,0.3846809662853571,1.0602636526957665,9.0
2020-04-18,AK,0.6186871082062668,0.6189975978822659,-0.3900044643529484,1.4088297158493708,0.3132898820693418,0.9943288570195608,5.0
2020-04-19,AK,0.612225425733362,0.6331449484557994,-0.26081330247406165,1.5781561923690928,0.3325549951516018,1.0172205137006434,5.0
2020-04-20,AK,0.6204809744008161,0.639856343935874,-0.4263348994843361,1.4277824682402942,0.23528512035762236,0.9163422433093852,2.0
2020-04-21,AK,0.6261461526164004,0.6513852740706686,-0.2269469361592828,1.6416568448300308,0.2057387760477684,0.9060720965541452,8.0
2020-04-22,AK,0.6262893857950151,0.6596697083988003,-0.42158726682211617,1.4686966518547844,0.23830944806705096,0.955860594029544,6.0
2020-04-23,AK,0.6309388012961971,0.6593055331126405,-0.3765461539524067,1.4806815860251632,0.2610115248154781,0.9644285166257752,2.0
2020-04-24,AK,0.6228407341864963,0.6591616371437192,-0.3247377739651996,1.5144950544552318,0.4097719600007772,1.117584416431675,2.0
2020-04-25,AK,0.6253317444794418,0.6456064243214632,-0.34813150252448305,1.4504629338387542,0.31065617872997303,1.0194936410471411,0.0
2020-04-26,AK,0.6286445104999189,0.6515616365485827,-0.2577885898633317,1.5280533297859853,0.2626895654268531,0.9455870508898516,2.0
2020-04-27,AK,0.6269844433339883,0.6583200714052447,-0.1774918831705166,1.627271653301153,0.31941688094272425,1.0104153524245765,4.0
2020-04-28,AK,0.6323956428780748,0.6548361670973611,-0.37855352150273663,1.446202291844894,0.2821847106214085,0.9982116150464866,6.0
2020-04-29,AK,0.6395398778538399,0.6510050129420183,-0.25911530787126263,1.5770647849906247,0.3732917299123065,1.0688743028942762,4.0
2020-04-30,AK,0.6365442510029841,0.6495780074392901,-0.2081573580345872,1.6002062098601926,0.3572176702459991,1.0540547633842878,0.0
2020-05-01,AK,0.6477333916362649,0.6426850100625294,-0.22047648965721606,1.6778147485586397,0.3861641562098252,1.0763402442740295,9.0
2020-05-02,AK,0.6434393907360267,0.6358351811598082,-0.39471138649202575,1.5310787553999694,0.28211202757343473,0.992231298809818,1.0
