iso_code,country,date,owid_total_cases_per_million,owid_total_tests_per_thousand,owid_positive_rate,owid_population_density,marioli_effective_reproduction_r,sdsn_new_cases_per_million_smoot,sdsn_new_deaths_per_million_smoo,sdsn_effective_reproduction_rate,sdsn_overall_transmission
ABW,Aruba,2020-11-22,,,,,,,,,
ABW,Aruba,2020-11-23,,,,,,,,,
ABW,Aruba,2020-11-24,,,,,,,,,
ABW,Aruba,2020-11-25,,,,,,,,,
ABW,Aruba,2020-11-26,,,,,,,,,
ABW,Aruba,2020-11-27,,,,,,,,,
ABW,Aruba,2020-11-28,,,,,,,,,
ABW,Aruba,2020-11-29,,,,,,,,,
ABW,Aruba,2020-11-30,,,,,,,,,
ABW,Aruba,2020-12-01,,,,,,,,,
ABW,Aruba,2020-12-02,,,,,,,,,
ABW,Aruba,2020-12-03,,,,,,,,,
ABW,Aruba,2020-12-04,,,,,,,,,
AFG,Afghanistan,2020-11-22,1148.418,,,54.422001,1.2246481,4.673357,.22928572,1.2353785,
AFG,Afghanistan,2020-11-23,1155.662,,,54.422001,1.2228709,4.9375715,.22928572,1.2349908,
AFG,Afghanistan,2020-11-24,1160.4399,,,54.422001,1.2202905,4.9742856,.24764286,1.2341212,
AFG,Afghanistan,2020-11-25,1165.834,,,54.422001,1.2164973,5.0917859,.26414287,1.2328016,
AFG,Afghanistan,2020-11-26,1171.3831,,,54.422001,1.2129221,5.1468573,.26228571,1.231053,
AFG,Afghanistan,2020-11-27,1174.543,,,54.422001,1.2101552,5.0532856,.26042858,1.2290924,
AFG,Afghanistan,2020-11-28,1177.651,,,54.422001,,5.1542144,.26407143,1.2284606,
AFG,Afghanistan,2020-11-29,1184.6379,,,54.422001,,5.277143,.28242856,1.2275114,
AFG,Afghanistan,2020-11-30,1188.697,,,54.422001,,5.1487141,.29342857,1.2263222,
AFG,Afghanistan,2020-12-01,1200.077,,,54.422001,,5.5707145,.28607142,1.2247568,
AFG,Afghanistan,2020-12-02,1206.833,,,54.422001,,5.6074286,.31907144,1.2229296,
AFG,Afghanistan,2020-12-03,1200.103,,,54.422001,,4.6624999,.34478572,1.2208565,
AFG,Afghanistan,2020-12-04,,,,,,4.6536155,.34561539,1.2191441,
AGO,Angola,2020-11-22,440.96899,,,23.889999,1.042833,4.4770002,.065142855,1.0499172,
AGO,Angola,2020-11-23,445.259,,,23.889999,1.0432096,4.2466431,.063000001,1.0487512,
AGO,Angola,2020-11-24,448.54501,,,23.889999,1.0434785,4.1857858,.065142855,1.0477334,
AGO,Angola,2020-11-25,450.94901,,,23.889999,1.0416605,4.0597858,.060785715,1.0468106,
AGO,Angola,2020-11-26,453.961,,,23.889999,1.0424372,4.0575714,.05642857,1.0461287,
AGO,Angola,2020-11-27,456.638,,,23.889999,1.0433047,3.8685,.054214288,1.0457083,
AGO,Angola,2020-11-28,459.04199,,,23.889999,,3.7229285,.049857143,1.0453566,
AGO,Angola,2020-11-29,459.52899,,,23.889999,,3.5903571,.052000001,1.0450338,
AGO,Angola,2020-11-30,460.62399,,,23.889999,,3.3121428,.052000001,1.0447342,
AGO,Angola,2020-12-01,464.03201,,,23.889999,,3.1143572,.047642857,1.0442293,
AGO,Angola,2020-12-02,466.10101,,,23.889999,,3.0361428,.04107143,1.0436016,
AGO,Angola,2020-12-03,467.379,,,23.889999,,2.6667142,.04107143,1.0430396,
AGO,Angola,2020-12-04,,,,,,2.5605385,.041923076,1.0428301,
ALB,Albania,2020-11-22,11384.043,,,104.871,1.1563107,212.33978,3.4747143,1.236449,5
ALB,Albania,2020-11-23,11660.296,,,104.871,1.1475497,219.04135,3.5987856,1.2271669,5
ALB,Albania,2020-11-24,11918.827,,,104.871,1.1224029,223.53386,3.8717856,1.2174585,5
ALB,Albania,2020-11-25,12142.609,,,104.871,1.0918672,226.93428,3.7973571,1.2079357,5
ALB,Albania,2020-11-26,12370.561,,,104.871,1.076057,233.04015,3.8469999,1.1991802,5
ALB,Albania,2020-11-27,12594.69,,,104.871,1.066488,236.88736,4.1200714,1.1891962,5
ALB,Albania,2020-11-28,12784.071,,,104.871,,237.21007,4.3435001,1.1866604,5
ALB,Albania,2020-11-29,13074.223,,,104.871,,243.11736,4.3435001,1.1818771,5
ALB,Albania,2020-11-30,13267.774,,,104.871,,242.00043,4.4427857,1.1748981,5
ALB,Albania,2020-12-01,13556.884,,,104.871,,245.42572,4.5917144,1.1650804,5
ALB,Albania,2020-12-02,13801.863,,,104.871,,245.27678,4.7902856,1.1528856,5
ALB,Albania,2020-12-03,14073.598,,,104.871,,245.17751,4.8399286,1.1383594,5
ALB,Albania,2020-12-04,,,,,,241.69115,4.8113079,1.1229886,5
AND,Andorra,2020-11-22,80968.094,,,163.755,1.0572739,807.05548,.92442858,1.0632122,5
AND,Andorra,2020-11-23,81589.336,,,163.755,1.0586274,801.50879,.92442858,1.0615865,5
AND,Andorra,2020-11-24,82197.633,,,163.755,1.0617012,807.97998,.92442858,1.0605395,5
AND,Andorra,2020-11-25,83194.203,,,163.755,1.0646809,795.96198,.92442858,1.0600201,5
AND,Andorra,2020-11-26,84566.102,,,163.755,1.067147,848.65637,.92442858,1.0599381,5
AND,Andorra,2020-11-27,85549.734,,,163.755,1.0683986,818.14917,.92442858,1.0600418,5
AND,Andorra,2020-11-28,85549.734,,,163.755,,818.14917,.92442858,1.0598025,5
AND,Andorra,2020-11-29,86869.859,,,163.755,,776.54834,0,1.059472,5
AND,Andorra,2020-11-30,87296.969,,,163.755,,768.22821,0,1.0595058,5
AND,Andorra,2020-12-01,87879.375,,,163.755,,775.6239,0,1.0599023,5
AND,Andorra,2020-12-02,88552.383,,,163.755,,761.75696,0,1.0603942,5
AND,Andorra,2020-12-03,89354.82,,,163.755,,774.69934,.92442858,1.061168,5
AND,Andorra,2020-12-04,,,,,,758.62793,.99553847,1.0619923,5
ARE,United Arab Emirates,2020-11-22,16075.184,1595.338,.011,112.442,1.0155246,121.66929,.2742143,1.0003961,5
ARE,United Arab Emirates,2020-11-23,16182.864,1603.585,.011,112.442,1.015514,121.08428,.28142858,1.0036346,5
ARE,United Arab Emirates,2020-11-24,16315.316,1613.697,.011,112.442,1.0239449,122.62978,.29592857,1.0071228,5
ARE,United Arab Emirates,2020-11-25,16446.453,1625.144,.011,112.442,1.0276989,123.22922,.31035715,1.0103619,5
ARE,United Arab Emirates,2020-11-26,16578.398,1638.9301,.011,112.442,1.02922,124.44971,.29592857,1.0133519,5
ARE,United Arab Emirates,2020-11-27,16708.121,1653.601,.011,112.442,1.029267,124.86136,.28142858,1.0158548,5
ARE,United Arab Emirates,2020-11-28,16834.707,1668.59,.0099999998,112.442,,125.42464,.29585713,1.0172148,5
ARE,United Arab Emirates,2020-11-29,16961.195,1682.462,.0099999998,112.442,,125.72071,.28864285,1.01833,5
ARE,United Arab Emirates,2020-11-30,17073.121,1691.311,.0099999998,112.442,,124.98407,.2742143,1.01926,5
ARE,United Arab Emirates,2020-12-01,17203.449,1704.4449,.0099999998,112.442,,125.22957,.2742143,1.0199612,5
ARE,United Arab Emirates,2020-12-02,17333.373,1718.244,.0099999998,112.442,,125.179,.2742143,1.0205712,5
ARE,United Arab Emirates,2020-12-03,17466.533,1731.629,.0099999998,112.442,,126.36336,.29592857,1.0215474,5
ARE,United Arab Emirates,2020-12-04,,,,,,126.21392,.29538462,1.0224007,5
ARG,Argentina,2020-11-22,30320.664,,,16.177,.8931554,202.58528,5.439857,.90971088,5
ARG,Argentina,2020-11-23,30415.031,,,16.177,.8945666,196.18135,5.0810714,.90835994,5
ARG,Argentina,2020-11-24,30573.543,,,16.177,.89980948,188.57471,5.1347857,.90707356,5
ARG,Argentina,2020-11-25,30763.672,,,16.177,.90437549,184.96028,5.0304999,.906021,5
ARG,Argentina,2020-11-26,30963.756,,,16.177,.90797639,181.60979,4.9925714,.90528792,5
ARG,Argentina,2020-11-27,31137.355,,,16.177,.9094342,175.2675,5.0115714,.9047994,5
ARG,Argentina,2020-11-28,31272.279,,,16.177,,171.52185,4.7649999,.90426809,5
ARG,Argentina,2020-11-29,31392.469,,,16.177,,171.18521,4.7997856,.90390563,5
ARG,Argentina,2020-11-30,31519.162,,,16.177,,167.76042,4.7459998,.90340495,5
ARG,Argentina,2020-12-01,31696.988,,,16.177,,163.67657,4.4599285,.90262759,5
ARG,Argentina,2020-12-02,31863.662,,,16.177,,159.25301,4.4394288,.90183753,5
ARG,Argentina,2020-12-03,32032.463,,,16.177,,155.35249,4.3825712,.90120721,5
ARG,Argentina,2020-12-04,,,,,,150.94992,4.2806153,.90096205,5
ARM,Armenia,2020-11-22,42596.703,,,102.931,.90746355,477.27786,9.4734287,.92293417,5
ARM,Armenia,2020-11-23,42760.375,,,102.931,.90645993,463.85144,9.5457144,.91759062,5
ARM,Armenia,2020-11-24,43034.738,,,102.931,.91969067,454.01657,9.4733572,.91433555,5
ARM,Armenia,2020-11-25,43562.203,,,102.931,.94036496,446.83328,9.7384996,.91314495,5
ARM,Armenia,2020-11-26,44164.586,,,102.931,.95347202,438.46887,9.6420717,.91363287,5
ARM,Armenia,2020-11-27,44662.688,,,102.931,.95561731,432.99701,9.4732857,.91539985,5
ARM,Armenia,2020-11-28,45083.852,,,102.931,,427.59744,9.2322855,.91539997,5
ARM,Armenia,2020-11-29,45480.039,,,102.931,,420.17316,9.1358576,.91644031,5
ARM,Armenia,2020-11-30,45600.18,,,102.931,,415.52084,9.0635004,.91869336,5
ARM,Armenia,2020-12-01,45884.664,,,102.931,,412.12201,9.2081432,.92114186,5
ARM,Armenia,2020-12-02,46311.227,,,102.931,,404.28793,9.3768568,.92314351,5
ARM,Armenia,2020-12-03,46742.176,,,102.931,,398.43042,9.2562857,.92506379,5
ARM,Armenia,2020-12-04,,,,,,385.80499,9.189538,.92719173,5
ATG,Antigua and Barbuda,2020-11-22,1419.41,,,231.845,.33015454,5.8352141,.72942859,.32297826,
ATG,Antigua and Barbuda,2020-11-23,1419.41,,,231.845,.33432198,5.8352141,.72942859,.32380977,
ATG,Antigua and Barbuda,2020-11-24,1419.41,,,231.845,.33960983,5.8352141,.72942859,.32516757,
ATG,Antigua and Barbuda,2020-11-25,1429.6219,,,231.845,.34660572,6.5646429,.72942859,.32701689,
ATG,Antigua and Barbuda,2020-11-26,1439.833,,,231.845,.34930235,7.2940712,.72942859,.3290439,
ATG,Antigua and Barbuda,2020-11-27,1439.833,,,231.845,.3478266,5.8352857,.72942859,.33086681,
ATG,Antigua and Barbuda,2020-11-28,1439.833,,,231.845,,5.1058574,0,.3313888,
ATG,Antigua and Barbuda,2020-11-29,1439.833,,,231.845,,5.1058574,0,.33215898,
ATG,Antigua and Barbuda,2020-11-30,1439.833,,,231.845,,5.1058574,0,.33316872,
ATG,Antigua and Barbuda,2020-12-01,1450.045,,,231.845,,5.8352857,0,.33442411,
ATG,Antigua and Barbuda,2020-12-02,1470.468,,,231.845,,3.6470714,0,.33579943,
ATG,Antigua and Barbuda,2020-12-03,1470.468,,,231.845,,3.6470714,0,.33740294,
ATG,Antigua and Barbuda,2020-12-04,,,,,,3.9276154,0,.33924612,
AUS,Australia,2020-11-22,1091.535,380.754,0,3.2019999,1.0402657,.47335714,0,1.1414422,1
AUS,Australia,2020-11-23,1091.887,381.99301,0,3.2019999,1.0096536,.48735714,0,1.1520643,1
AUS,Australia,2020-11-24,1092.28,383.36401,0,3.2019999,.99521661,.50978571,0,1.1583633,1
AUS,Australia,2020-11-25,1092.75,385.40302,0,3.2019999,.98927146,.53221428,0,1.1586933,1
AUS,Australia,2020-11-26,1093.064,387.13901,0,3.2019999,.98171467,.55185711,0,1.1510736,1
AUS,Australia,2020-11-27,1093.574,,0,3.2019999,.99028057,.5715,0,1.1332273,1
AUS,Australia,2020-11-28,1093.809,,0,3.2019999,,.50707144,0,1.1119217,1
AUS,Australia,2020-11-29,1094.201,391.061,0,3.2019999,,.42864287,.0027857143,1.0856912,1
AUS,Australia,2020-11-30,1094.593,392.01099,0,3.2019999,,.43142858,.0027857143,1.0643691,1
AUS,Australia,2020-12-01,1095.025,393.117,0,3.2019999,,.40900001,.0027857143,1.0459198,1
AUS,Australia,2020-12-02,1095.652,,0,3.2019999,,.43135715,.0027857143,1.0323966,1
AUS,Australia,2020-12-03,1096.0439,396.147,0,3.2019999,,.43971428,.0027857143,1.021806,1
AUS,Australia,2020-12-04,,,,,,.4313077,.003,1.0112177,1
AUT,Austria,2020-11-22,27445.816,319.93201,.20200001,106.749,.9033553,745.77924,7.7484283,1.0920391,5
AUT,Austria,2020-11-23,27795.012,322.19901,.20100001,106.749,.87568051,726.36444,7.9705,1.0631082,5
AUT,Austria,2020-11-24,28281,325.31601,.19400001,106.749,.87943196,712.54095,8.5495005,1.0357877,5
AUT,Austria,2020-11-25,28925.209,328.70999,.19,106.749,.8938756,698.96326,8.7477856,1.0099899,5
AUT,Austria,2020-11-26,29538.771,332.41,.18099999,106.749,.8978194,669.33356,9.2395,.98561668,5
AUT,Austria,2020-11-27,30088.826,335.41299,.178,106.749,.89592749,632.59778,9.7153568,.96410531,5
AUT,Austria,2020-11-28,30607.234,339.87701,.161,106.749,,613.61127,10.088072,.95141548,5
AUT,Austria,2020-11-29,31056.582,342.341,.161,106.749,,600.77911,10.119785,.94156986,5
AUT,Austria,2020-11-30,31361.697,344.013,.164,106.749,,585.6391,10.286357,.9335773,5
AUT,Austria,2020-12-01,31698.459,346.58801,.161,106.749,,562.23517,10.944643,.92532527,5
AUT,Austria,2020-12-02,32139.479,349.68201,.153,106.749,,537.49878,11.039785,.91607398,5
AUT,Austria,2020-12-03,32580.164,,.16,106.749,,513.5,11.277715,.90657818,5
AUT,Austria,2020-12-04,,,,,,496.04907,11.222846,.89786172,5
AUT,Austria,2020-12-06,,,,,,,,,
AUT,Austria,2020-12-13,,,,,,,,,
AUT,Austria,2020-12-20,,,,,,,,,
AUT,Austria,2020-12-27,,,,,,,,,
AZE,Azerbaijan,2020-11-22,9181.6152,,,119.309,1.4278365,195.0215,2.0500715,1.3503541,5
AZE,Azerbaijan,2020-11-23,9397.3135,,,119.309,1.3984029,205.95508,2.1697857,1.3646693,5
AZE,Azerbaijan,2020-11-24,9756.9082,,,119.309,1.4205023,222.15814,2.3036427,1.3792468,5
AZE,Azerbaijan,2020-11-25,10099.047,,,119.309,1.4170773,238.12871,2.3882143,1.392364,5
AZE,Azerbaijan,2020-11-26,10464.461,,,119.309,1.4135433,252.80299,2.4727142,1.4023062,5
AZE,Azerbaijan,2020-11-27,10830.566,,,119.309,1.4057595,269.34421,2.5642858,1.4100131,5
AZE,Azerbaijan,2020-11-28,11245.984,,,119.309,,285.99106,2.6558571,1.4151202,5
AZE,Azerbaijan,2020-11-29,11657.26,,,119.309,,299.4537,2.7756429,1.4188201,5
AZE,Azerbaijan,2020-11-30,11951.268,,,119.309,,310.6268,2.8672142,1.4244758,5
AZE,Azerbaijan,2020-12-01,12387.793,,,119.309,,327.18915,3.0151429,1.4275925,5
AZE,Azerbaijan,2020-12-02,12776.582,,,119.309,,339.18643,3.0996428,1.4278775,5
AZE,Azerbaijan,2020-12-03,13189.732,,,119.309,,350.40179,3.2194285,1.4245275,5
AZE,Azerbaijan,2020-12-04,,,,,,353.31348,3.2698462,1.4182426,5
BDI,Burundi,2020-11-22,55.673,,,423.06201,.83391577,.30028573,0,.82127947,
BDI,Burundi,2020-11-23,55.841999,,,423.06201,.83367074,.30028573,0,.82336122,
BDI,Burundi,2020-11-24,56.598,,,423.06201,.83370423,.34835714,0,.82525939,
BDI,Burundi,2020-11-25,56.598,,,423.06201,.83298552,.31835714,0,.82691276,
BDI,Burundi,2020-11-26,56.935001,,,423.06201,.83282256,.32435715,0,.82841432,
BDI,Burundi,2020-11-27,57.271,,,423.06201,.83252954,.34235713,0,.82971066,
BDI,Burundi,2020-11-28,57.271,,,423.06201,,.32435715,0,.83067328,
BDI,Burundi,2020-11-29,57.271,,,423.06201,,.31835714,0,.83157128,
BDI,Burundi,2020-11-30,57.860001,,,423.06201,,.34842858,0,.83232158,
BDI,Burundi,2020-12-01,57.944,,,423.06201,,.34842858,0,.83288896,
BDI,Burundi,2020-12-02,57.944,,,423.06201,,.28835714,0,.83315915,
BDI,Burundi,2020-12-03,58.195999,,,423.06201,,.30635715,0,.83336776,
BDI,Burundi,2020-12-04,,,,,,.27815384,0,.8333593,
BEL,Belgium,2020-11-22,48213.762,492.09,.114,375.564,.62793636,357.40121,15.796143,.66729206,5
BEL,Belgium,2020-11-23,48310.66,494.034,.109,375.564,.62769121,349.57401,15.648214,.66050309,5
BEL,Belgium,2020-11-24,48474.688,497.67401,.104,375.564,.6359852,334.83173,14.649786,.65526485,5
BEL,Belgium,2020-11-25,48747.688,500.87701,.093999997,375.564,.64920604,305.54443,14.292286,.6514641,5
BEL,Belgium,2020-11-26,48969.008,503.814,.085000001,375.564,.65694749,290.52487,14.347714,.64906996,5
BEL,Belgium,2020-11-27,49253.488,506.71399,.085000001,375.564,.66316396,282.37723,13.762215,.64789087,5
BEL,Belgium,2020-11-28,49565.75,508.91501,.085000001,375.564,,266.05099,13.3,.64597583,5
BEL,Belgium,2020-11-29,49751.348,509.746,.086999997,375.564,,250.59378,13.102715,.64466894,5
BEL,Belgium,2020-11-30,49815.715,511.76901,.085000001,375.564,,243.28429,12.504929,.64403754,5
BEL,Belgium,2020-12-01,49976.809,515.58301,.083999999,375.564,,237.94078,11.999572,.64352393,5
BEL,Belgium,2020-12-02,50239.109,518.625,.083999999,375.564,,224.73936,11.623643,.64269626,5
BEL,Belgium,2020-12-03,50463.883,,,375.564,,213.20193,11.321643,.64204425,5
BEL,Belgium,2020-12-04,,,,,,206.92923,11.157154,.64226943,5
BEL,Belgium,2020-12-06,,,,,,,,,
BEL,Belgium,2020-12-13,,,,,,,,,
BEL,Belgium,2020-12-20,,,,,,,,,
BEL,Belgium,2020-12-27,,,,,,,,,
BEN,Benin,2020-11-22,240.53101,,,99.110001,.95450574,1.0075715,0,.9528057,
BEN,Benin,2020-11-23,240.53101,,,99.110001,.95487648,.79542857,0,.95308048,
BEN,Benin,2020-11-24,240.53101,,,99.110001,.95534039,.79542857,0,.95336878,
BEN,Benin,2020-11-25,245.315,,,99.110001,.95596027,.76592857,0,.9536618,
BEN,Benin,2020-11-26,245.315,,,99.110001,.95545661,.76592857,0,.95391178,
BEN,Benin,2020-11-27,245.315,,,99.110001,.95497292,.76592857,0,.95412195,
BEN,Benin,2020-11-28,245.315,,,99.110001,,.76592857,0,.95426661,
BEN,Benin,2020-11-29,245.315,,,99.110001,,.76592857,0,.95440459,
BEN,Benin,2020-11-30,248.69701,,,99.110001,,.77185714,0,.95451969,
BEN,Benin,2020-12-01,248.69701,,,99.110001,,.77185714,0,.95463544,
BEN,Benin,2020-12-02,251.996,,,99.110001,,.8189286,.0058571431,.95475245,
BEN,Benin,2020-12-03,251.996,,,99.110001,,.8189286,.0058571431,.95488358,
BEN,Benin,2020-12-04,,,,,,.88192308,.0063076923,.95502543,
BFA,Burkina Faso,2020-11-22,130.841,,,70.151001,1.0166811,.56714284,.0034285714,1.0113209,
BFA,Burkina Faso,2020-11-23,131.75,,,70.151001,1.0168619,.59107143,.0034285714,1.0121938,
BFA,Burkina Faso,2020-11-24,131.89301,,,70.151001,1.0171113,.59792858,.0034285714,1.0130268,
BFA,Burkina Faso,2020-11-25,132.85001,,,70.151001,1.0174496,.65264285,.0034285714,1.0137935,
BFA,Burkina Faso,2020-11-26,132.85001,,,70.151001,1.0177349,.65264285,.0034285714,1.0144773,
BFA,Burkina Faso,2020-11-27,134.716,,,70.151001,1.0182697,.70735717,0,1.015071,
BFA,Burkina Faso,2020-11-28,134.716,,,70.151001,,.61849999,0,1.0153841,
BFA,Burkina Faso,2020-11-29,136.629,,,70.151001,,.73471427,0,1.0157031,
BFA,Burkina Faso,2020-11-30,138.064,,,70.151001,,.79964286,0,1.0160156,
BFA,Burkina Faso,2020-12-01,140.217,,,70.151001,,.95342857,0,1.0163207,
BFA,Burkina Faso,2020-12-02,143.99699,,,70.151001,,1.1618571,0,1.0166045,
BFA,Burkina Faso,2020-12-03,146.48399,,,70.151001,,1.2849286,0,1.0168687,
BFA,Burkina Faso,2020-12-04,,,,,,1.3837693,0,1.0171351,
BGD,Bangladesh,2020-11-22,2716.271,16.072001,.139,1265.036,1.1160479,11.754857,.13928571,1.1208045,3
BGD,Bangladesh,2020-11-23,2730.959,16.17,.141,1265.036,1.1200335,12.074072,.14057143,1.1250758,3
BGD,Bangladesh,2020-11-24,2744.5,16.261,.14300001,1265.036,1.1109781,12.304428,.14749999,1.1275457,3
BGD,Bangladesh,2020-11-25,2757.5911,16.358,.14399999,1265.036,1.1032944,12.487857,.15621428,1.1285555,3
BGD,Bangladesh,2020-11-26,2771.5081,16.461,.14399999,1265.036,1.1019059,12.681714,.16664286,1.1287104,3
BGD,Bangladesh,2020-11-27,2785.3101,16.561001,.14300001,1265.036,1.0997976,12.901215,.16707143,1.1285055,3
BGD,Bangladesh,2020-11-28,2796.896,16.646,.142,1265.036,,13.064714,.17664285,1.1301552,3
BGD,Bangladesh,2020-11-29,2807.752,16.729,.139,1265.036,,13.0435,.18007143,1.1300141,3
BGD,Bangladesh,2020-11-30,2823.084,16.823,.141,1265.036,,13.210929,.18614286,1.1276581,3
BGD,Bangladesh,2020-12-01,2837.0071,16.917,.141,1265.036,,13.246072,.18264286,1.1237329,3
BGD,Bangladesh,2020-12-02,2850.354,17.014,.141,1265.036,,13.283786,.19,1.1192553,3
BGD,Bangladesh,2020-12-03,2864.417,17.115999,.142,1265.036,,13.263,.19221428,1.1141783,3
BGD,Bangladesh,2020-12-04,,,,,,13.220615,.19907692,1.1102005,3
BGR,Bulgaria,2020-11-22,17531.98,131.243,.40599999,65.18,1.096808,479.65521,12.489857,1.1753958,5
BGR,Bulgaria,2020-11-23,17984.742,131.644,.39899999,65.18,1.1028709,472.7677,13.343071,1.1634225,5
BGR,Bulgaria,2020-11-24,18615.389,132.687,.396,65.18,1.109637,472.68549,14.134643,1.152727,5
BGR,Bulgaria,2020-11-25,19149.607,134.194,.40000001,65.18,1.1091594,470.29028,15.100928,1.1433066,5
BGR,Bulgaria,2020-11-26,19663.104,135.464,.40200001,65.18,1.10734,471.87335,16.026142,1.1352725,5
BGR,Bulgaria,2020-11-27,20141.918,136.772,.39899999,65.18,1.1057544,462.77573,16.704571,1.1285322,5
BGR,Bulgaria,2020-11-28,20399.816,138.093,.39500001,65.18,,455.51816,17.043785,1.1248366,5
BGR,Bulgaria,2020-11-29,20506.172,138.802,.39300001,65.18,,454.72665,17.311071,1.1218433,5
BGR,Bulgaria,2020-11-30,20911.154,139.08501,.39300001,65.18,,447.47943,18.020428,1.1182873,5
BGR,Bulgaria,2020-12-01,21411.266,140.067,.37900001,65.18,,433.57086,18.246571,1.1141015,5
BGR,Bulgaria,2020-12-02,21862.877,141.371,.37799999,65.18,,425.34698,18.678358,1.110254,5
BGR,Bulgaria,2020-12-03,22334.926,142.591,.375,65.18,,418.9838,19.058714,1.1071131,5
BGR,Bulgaria,2020-12-04,,,,,,407.11929,19.096693,1.1051637,5
BGR,Bulgaria,2020-12-06,,,,,,,,,
BGR,Bulgaria,2020-12-13,,,,,,,,,
BGR,Bulgaria,2020-12-20,,,,,,,,,
BGR,Bulgaria,2020-12-27,,,,,,,,,
BHR,Bahrain,2020-11-22,50367.805,1153.579,.015,1935.907,.88003057,94.40786,.37785715,.87631065,4
BHR,Bahrain,2020-11-23,50474.176,1159.4041,.015,1935.907,.88159943,94.617783,.41985714,.87675679,4
BHR,Bahrain,2020-11-24,50550.574,1165.531,.015,1935.907,.88287956,92.56086,.37792858,.8772943,4
BHR,Bahrain,2020-11-25,50649.895,1171.37,.015,1935.907,.88387668,89.958214,.33592856,.87791532,4
BHR,Bahrain,2020-11-26,50745.102,1177.2629,.015,1935.907,.88464344,90.461929,.37792858,.87862235,4
BHR,Bahrain,2020-11-27,50843.832,1184.543,.015,1935.907,.88508385,90.923714,.37792858,.87936205,4
BHR,Bahrain,2020-11-28,50920.23,1190.5229,.015,1935.907,,89.076645,.33592856,.87968916,4
BHR,Bahrain,2020-11-29,51003.684,1195.296,.015,1935.907,,87.481499,.29392856,.88005257,4
BHR,Bahrain,2020-11-30,51103.004,1201.082,.015,1935.907,,87.061714,.168,.88045359,4
BHR,Bahrain,2020-12-01,51209.375,1207.0959,.016000001,1935.907,,89.370499,.168,.8808834,4
BHR,Bahrain,2020-12-02,51287.535,1213.2679,.015,1935.907,,87.649429,.168,.88133043,4
BHR,Bahrain,2020-12-03,51382.742,1219.6541,.015,1935.907,,88.782784,.168,.88186425,4
BHR,Bahrain,2020-12-04,,,,,,88.83123,.13569231,.88240892,4
BHS,"Bahamas, The",2020-11-22,18850.699,,,39.497002,.68532872,84.643074,1.998,.81642658,
BHS,"Bahamas, The",2020-11-23,18896.473,,,39.497002,.67190897,84.824715,1.6347142,.80908269,
BHS,"Bahamas, The",2020-11-24,18970.217,,,39.497002,.66413081,81.373642,1.6347142,.79588878,
BHS,"Bahamas, The",2020-11-25,18993.104,,,39.497002,.62651157,74.289787,1.6347142,.77698827,
BHS,"Bahamas, The",2020-11-26,19026.162,,,39.497002,.61515027,65.026283,1.4530715,.75598019,
BHS,"Bahamas, The",2020-11-27,19061.764,,,39.497002,.61071116,60.485355,1.4530715,.73732954,
BHS,"Bahamas, The",2020-11-28,19061.764,,,39.497002,,60.485355,1.4530715,.73004776,
BHS,"Bahamas, The",2020-11-29,19115.164,,,39.497002,,60.12207,1.2714286,.71921533,
BHS,"Bahamas, The",2020-11-30,19176.193,,,39.497002,,51.766716,0,.70196682,
BHS,"Bahamas, The",2020-12-01,19181.279,,,39.497002,,41.958286,0,.68516362,
BHS,"Bahamas, The",2020-12-02,19181.279,,,39.497002,,39.960285,0,.67362648,
BHS,"Bahamas, The",2020-12-03,19196.537,,,39.497002,,36.509212,0,.66361332,
BHS,"Bahamas, The",2020-12-04,,,,,,35.601002,0,.6548636,
BIH,Bosnia and Herzegovina,2020-11-22,24386.014,,,68.496002,1.1591582,382.80984,16.677071,1.160499,5
BIH,Bosnia and Herzegovina,2020-11-23,24552.74,,,68.496002,1.1591091,373.03442,16.524643,1.1602826,5
BIH,Bosnia and Herzegovina,2020-11-24,24914.236,,,68.496002,1.1591148,363.91214,16.655285,1.1600866,5
BIH,Bosnia and Herzegovina,2020-11-25,25398.566,,,68.496002,1.1591518,364.95721,15.849714,1.1599122,5
BIH,Bosnia and Herzegovina,2020-11-26,25680.203,,,68.496002,1.1591295,347.45285,15.893286,1.1597536,5
BIH,Bosnia and Herzegovina,2020-11-27,26039.566,,,68.496002,1.1590422,344.1218,15.980357,1.159614,5
BIH,Bosnia and Herzegovina,2020-11-28,26429.408,,,68.496002,,344.20886,15.653786,1.1595281,5
BIH,Bosnia and Herzegovina,2020-11-29,26631.797,,,68.496002,,335.67444,15.915,1.1594523,5
BIH,Bosnia and Herzegovina,2020-11-30,26792.428,,,68.496002,,331.18951,15.414286,1.1593797,5
BIH,Bosnia and Herzegovina,2020-12-01,27153.314,,,68.496002,,329.64371,14.913571,1.1593076,5
BIH,Bosnia and Herzegovina,2020-12-02,27547.424,,,68.496002,,322.24136,14.891786,1.1592406,5
BIH,Bosnia and Herzegovina,2020-12-03,27901.299,,,68.496002,,321.82764,14.3475,1.1591851,5
BIH,Bosnia and Herzegovina,2020-12-04,,,,,,317.58054,14.138154,1.1591442,5
BLR,Belarus,2020-11-22,13122.53,,.055,46.858002,1.1640908,133.94757,.67285717,1.1577628,5
BLR,Belarus,2020-11-23,13279.473,327.13901,.054000001,46.858002,1.1608397,137.72707,.70314288,1.1589749,5
